ACCIDENT_NO,SURFACE_COND,SURFACE_COND_DESC,SURFACE_COND_SEQ
T20220008094,1,Dry,1
T20220007481,2,Wet,1
T20220007420,2,Wet,1
T20220009595,2,Wet,0
T20220007476,1,Dry,1
T20220007635,9,Unk.,1
T20220011077,2,Wet,0
T20220008421,1,Dry,0
T20220007884,2,Wet,0
T20220007479,2,Wet,0
T20220007892,2,Wet,0
T20220007412,5,Icy,2
T20220007461,1,Dry,1
T20220007453,1,Dry,1
T20220011365,1,Dry,0
T20220007519,1,Dry,1
T20220007824,2,Wet,0
T20220007465,2,Wet,0
T20220007416,2,Wet,1
T20220007451,1,Dry,0
T20220007484,2,Wet,0
T20220007468,2,Wet,1
T20220007794,1,Dry,1
T20220007485,2,Wet,0
T20220007431,1,Dry,1
T20220007462,1,Dry,1
T20220007469,2,Wet,0
T20220007426,1,Dry,1
T20220007450,2,Wet,1
T20220007887,2,Wet,1
T20220007471,2,Wet,1
T20220007435,1,Dry,0
T20220011075,1,Dry,1
T20220007502,1,Dry,0
T20220007552,1,Dry,1
T20220007557,1,Dry,1
T20220007558,1,Dry,1
T20220007501,1,Dry,1
T20220008444,1,Dry,0
T20220007537,1,Dry,1
T20220007706,1,Dry,0
T20220007707,1,Dry,0
T20220007533,1,Dry,1
T20220007560,1,Dry,1
T20220007561,1,Dry,1
T20220007563,1,Dry,1
T20220007500,1,Dry,1
T20220007532,1,Dry,0
T20220007564,1,Dry,1
T20220007490,1,Dry,0
T20220007567,1,Dry,1
T20220007568,1,Dry,0
T20220009721,2,Wet,1
T20220007487,1,Dry,1
T20220007612,1,Dry,0
T20220007611,9,Unk.,0
T20220007509,1,Dry,0
T20220010477,9,Unk.,0
T20220007587,9,Unk.,1
T20220007528,1,Dry,1
T20220007544,1,Dry,0
T20220007504,2,Wet,0
T20220007508,1,Dry,1
T20220007507,1,Dry,0
T20220007527,1,Dry,1
T20220007493,2,Wet,1
T20220007543,1,Dry,1
T20220007540,1,Dry,0
T20220008870,1,Dry,0
T20220007526,1,Dry,0
T20220007523,1,Dry,1
T20220007512,2,Wet,1
T20220007498,9,Unk.,1
T20220007503,1,Dry,1
T20220007538,1,Dry,1
T20220008098,1,Dry,0
T20220009989,1,Dry,1
T20220007569,1,Dry,1
T20220007499,1,Dry,1
T20220007585,1,Dry,1
T20220007615,1,Dry,1
T20220007590,1,Dry,1
T20220007662,1,Dry,1
T20220007642,1,Dry,1
T20220007658,1,Dry,1
T20220007606,1,Dry,0
T20220007603,1,Dry,0
T20220007632,1,Dry,1
T20220007653,1,Dry,0
T20220007599,1,Dry,1
T20220007843,1,Dry,1
T20220007637,1,Dry,1
T20220007816,1,Dry,1
T20220007638,1,Dry,1
T20220007716,1,Dry,0
T20220008401,9,Unk.,0
T20220008386,1,Dry,1
T20220008379,9,Unk.,1
T20220007721,1,Dry,0
T20220007579,1,Dry,1
T20220007647,1,Dry,1
T20220007633,1,Dry,1
T20220008638,1,Dry,1
T20220007701,1,Dry,1
T20220008306,1,Dry,1
T20220007770,1,Dry,0
T20220007627,1,Dry,1
T20220008361,1,Dry,1
T20220007626,1,Dry,1
T20220007651,1,Dry,1
T20220007654,1,Dry,1
T20220007687,1,Dry,1
T20220008279,1,Dry,1
T20220007693,1,Dry,1
T20220008627,1,Dry,0
T20220007717,1,Dry,1
T20220007679,1,Dry,1
T20220007671,1,Dry,1
T20220008402,1,Dry,0
T20220007806,2,Wet,1
T20220007941,1,Dry,0
T20220007670,1,Dry,0
T20220008397,1,Dry,0
T20220007682,1,Dry,1
T20220009311,1,Dry,0
T20220007703,1,Dry,0
T20220010099,1,Dry,1
T20220007672,1,Dry,0
T20220007722,1,Dry,1
T20220007726,1,Dry,0
T20220007727,1,Dry,1
T20220007781,1,Dry,0
T20220008134,1,Dry,1
T20220008940,1,Dry,0
T20220007729,1,Dry,1
T20220008192,1,Dry,1
T20220007686,1,Dry,0
T20220007840,1,Dry,1
T20220007733,1,Dry,0
T20220007668,1,Dry,0
T20220011774,1,Dry,1
T20220007777,1,Dry,0
T20220007756,1,Dry,0
T20220007751,1,Dry,1
T20220007746,1,Dry,0
T20220007739,1,Dry,1
T20220007709,1,Dry,0
T20220007715,9,Unk.,0
T20220007735,1,Dry,1
T20220016213,9,Unk.,0
T20220008850,1,Dry,1
T20220010794,9,Unk.,1
T20220008784,9,Unk.,1
T20220008230,1,Dry,0
T20220009302,1,Dry,0
T20220007769,1,Dry,1
T20220007881,1,Dry,1
T20220009476,1,Dry,0
T20220007863,1,Dry,1
T20220007861,1,Dry,1
T20220007847,1,Dry,0
T20220007842,1,Dry,1
T20220007839,1,Dry,1
T20220007835,1,Dry,1
T20220007834,9,Unk.,0
T20220007833,1,Dry,1
T20220007827,1,Dry,1
T20220007825,1,Dry,1
T20220007817,1,Dry,1
T20220007812,1,Dry,1
T20220016183,1,Dry,1
T20220007811,1,Dry,0
T20230017802,1,Dry,0
T20220007790,1,Dry,1
T20220008662,1,Dry,0
T20230006908,1,Dry,0
T20220007785,1,Dry,1
T20220007783,1,Dry,1
T20230001673,1,Dry,0
T20220007780,1,Dry,1
T20220007772,1,Dry,0
T20220008359,1,Dry,1
T20220007771,1,Dry,0
T20220007761,1,Dry,0
T20220025378,9,Unk.,1
T20220008260,1,Dry,1
T20220007875,1,Dry,0
T20220007868,1,Dry,1
T20220007865,1,Dry,1
T20220007927,1,Dry,1
T20220014232,1,Dry,1
T20220007924,1,Dry,0
T20220007856,1,Dry,1
T20220008332,1,Dry,1
T20220007919,1,Dry,1
T20220007880,1,Dry,1
T20220007879,1,Dry,1
T20220007876,1,Dry,1
T20220007929,1,Dry,1
T20220007931,1,Dry,1
T20220007974,1,Dry,1
T20220015747,9,Unk.,0
T20220007899,1,Dry,1
T20220007916,1,Dry,1
T20220007912,1,Dry,1
T20220007911,1,Dry,1
T20220007910,1,Dry,1
T20220007902,1,Dry,1
T20220007901,1,Dry,1
T20220007895,1,Dry,1
T20220007894,2,Wet,1
T20220007893,1,Dry,1
T20220007886,1,Dry,1
T20220007885,1,Dry,1
T20220009798,1,Dry,0
T20220007977,1,Dry,1
T20220007976,1,Dry,0
T20220007975,1,Dry,1
T20220007942,1,Dry,1
T20220007983,1,Dry,1
T20220012970,1,Dry,0
T20220012371,1,Dry,0
T20220008009,1,Dry,0
T20220008032,1,Dry,1
T20220007933,1,Dry,0
T20220007954,1,Dry,0
T20220008015,1,Dry,1
T20220008069,9,Unk.,1
T20220007952,1,Dry,0
T20220007973,1,Dry,0
T20220007957,1,Dry,1
T20220010363,9,Unk.,1
T20220007972,1,Dry,1
T20220007969,1,Dry,1
T20220007997,9,Unk.,0
T20220007963,1,Dry,1
T20220007951,1,Dry,1
T20220007960,9,Unk.,0
T20220007962,1,Dry,1
T20220007934,2,Wet,1
T20220007959,1,Dry,1
T20220008011,1,Dry,0
T20220009546,1,Dry,1
T20220007947,1,Dry,1
T20220008311,1,Dry,1
T20220008318,1,Dry,0
T20220007996,1,Dry,0
T20220007995,1,Dry,0
T20220007992,1,Dry,1
T20220007991,1,Dry,1
T20220007990,1,Dry,1
T20220008096,3,Muddy,0
T20220007982,1,Dry,0
T20220008204,1,Dry,1
T20220008047,1,Dry,0
T20220008046,1,Dry,0
T20220008761,1,Dry,0
T20220008775,1,Dry,0
T20220008116,2,Wet,1
T20220008795,9,Unk.,0
T20220008036,1,Dry,0
T20220008045,2,Wet,1
T20220008014,1,Dry,1
T20220008044,2,Wet,1
T20220008107,1,Dry,0
T20220008017,1,Dry,1
T20220008414,1,Dry,1
T20220008042,1,Dry,1
T20220008020,1,Dry,1
T20220008021,1,Dry,1
T20220008040,1,Dry,1
T20220008039,1,Dry,1
T20220008024,1,Dry,1
T20220008026,1,Dry,1
T20220008037,1,Dry,1
T20220008030,1,Dry,1
T20220008897,1,Dry,1
T20220008031,1,Dry,0
T20220008033,1,Dry,1
T20220009402,9,Unk.,1
T20220010579,1,Dry,0
T20220008035,1,Dry,0
T20220008128,1,Dry,1
T20220008080,9,Unk.,0
T20220008065,2,Wet,1
T20220008006,1,Dry,0
T20220008061,1,Dry,1
T20220008352,1,Dry,0
T20220008053,1,Dry,0
T20220008459,1,Dry,1
T20220016840,9,Unk.,1
T20220008091,1,Dry,1
T20220008092,1,Dry,0
T20220008367,1,Dry,0
T20220008049,1,Dry,1
T20220008048,1,Dry,1
T20220008208,1,Dry,0
T20220008001,1,Dry,0
T20220008183,9,Unk.,1
T20220008148,1,Dry,1
T20220008117,1,Dry,1
T20220008131,1,Dry,0
T20220008062,2,Wet,0
T20220008074,1,Dry,1
T20220008121,1,Dry,1
T20220008123,2,Wet,1
T20220008057,1,Dry,0
T20220008067,2,Wet,1
T20220008113,1,Dry,0
T20220008110,1,Dry,1
T20220008124,1,Dry,1
T20220008073,1,Dry,1
T20220008112,1,Dry,1
T20220008066,2,Wet,1
T20220008084,9,Unk.,0
T20220008086,1,Dry,1
T20220008114,1,Dry,1
T20220025861,1,Dry,0
T20220021728,1,Dry,1
T20220008093,1,Dry,0
T20220008097,1,Dry,1
T20220008100,1,Dry,1
T20220008102,2,Wet,1
T20220008103,1,Dry,1
T20220008079,1,Dry,1
T20220008081,2,Wet,0
T20220008082,2,Wet,0
T20220017569,1,Dry,0
T20220011082,9,Unk.,0
T20220008144,2,Wet,0
T20220009265,9,Unk.,1
T20220015991,1,Dry,1
T20220008169,1,Dry,1
T20220014582,1,Dry,0
T20220009413,1,Dry,1
T20220009363,1,Dry,1
T20220010703,1,Dry,1
T20220008385,1,Dry,1
T20220008948,1,Dry,1
T20220008236,1,Dry,1
T20220008684,2,Wet,1
T20220008363,1,Dry,0
T20220011208,1,Dry,1
T20220008139,1,Dry,0
T20220008598,1,Dry,1
T20220008149,1,Dry,1
T20220008151,1,Dry,1
T20220008153,1,Dry,1
T20220008156,1,Dry,1
T20220008162,1,Dry,1
T20220008166,1,Dry,1
T20220008181,1,Dry,1
T20220008168,1,Dry,1
T20220008237,1,Dry,1
T20220008241,1,Dry,0
T20220008172,1,Dry,1
T20220008179,1,Dry,1
T20220008244,1,Dry,1
T20220023238,1,Dry,1
T20220008248,1,Dry,0
T20220008187,1,Dry,0
T20220008189,1,Dry,0
T20220008191,1,Dry,0
T20220008193,1,Dry,0
T20220008197,1,Dry,1
T20220009356,1,Dry,0
T20220008251,1,Dry,0
T20220008211,1,Dry,1
T20220008212,2,Wet,1
T20220008215,1,Dry,1
T20220008216,1,Dry,1
T20220008219,1,Dry,1
T20220008201,1,Dry,1
T20220008222,1,Dry,0
T20220008225,1,Dry,1
T20220008264,9,Unk.,0
T20220008286,1,Dry,0
T20220008328,1,Dry,0
T20220008231,1,Dry,1
T20220008232,1,Dry,1
T20220010608,1,Dry,0
T20220008304,1,Dry,1
T20220008303,1,Dry,1
T20220008298,1,Dry,0
T20220008296,1,Dry,1
T20220008295,1,Dry,0
T20220008292,1,Dry,1
T20220008291,1,Dry,1
T20220008537,1,Dry,0
T20220008621,1,Dry,1
T20220008289,1,Dry,0
T20220008288,1,Dry,1
T20220012800,1,Dry,0
T20220008284,1,Dry,1
T20220008282,1,Dry,0
T20220008281,1,Dry,1
T20220008280,1,Dry,0
T20220008276,1,Dry,0
T20220013558,2,Wet,0
T20220008275,1,Dry,0
T20220008888,1,Dry,0
T20220008403,1,Dry,1
T20220008273,1,Dry,1
T20220010000,1,Dry,1
T20220013738,9,Unk.,0
T20220008257,1,Dry,1
T20220008847,1,Dry,1
T20220009197,9,Unk.,0
T20220008737,1,Dry,0
T20220008383,1,Dry,1
T20220008254,2,Wet,1
T20220010065,1,Dry,0
T20220008333,1,Dry,1
T20220008330,1,Dry,1
T20220008372,1,Dry,1
T20220008327,1,Dry,1
T20220008321,1,Dry,0
T20220008387,1,Dry,1
T20220008315,1,Dry,0
T20220008269,1,Dry,1
T20220008312,1,Dry,1
T20220008307,1,Dry,0
T20220008351,1,Dry,0
T20220008350,9,Unk.,0
T20220008345,1,Dry,1
T20220008343,1,Dry,1
T20220008340,1,Dry,0
T20220008339,1,Dry,1
T20220008336,1,Dry,0
T20220008473,9,Unk.,0
T20220008391,1,Dry,0
T20220008354,1,Dry,1
T20220008443,1,Dry,1
T20220008442,1,Dry,1
T20220008441,1,Dry,0
T20220008440,1,Dry,1
T20220008747,1,Dry,1
T20220008787,1,Dry,1
T20220008382,1,Dry,1
T20220015126,1,Dry,1
T20220008380,1,Dry,1
T20220008439,1,Dry,1
T20220008378,1,Dry,0
T20220008437,1,Dry,1
T20220008433,1,Dry,1
T20220008430,1,Dry,1
T20220008429,1,Dry,1
T20220008426,9,Unk.,0
T20220008425,1,Dry,1
T20220008423,1,Dry,1
T20220008420,1,Dry,1
T20220008942,1,Dry,1
T20220009919,1,Dry,1
T20220009837,1,Dry,0
T20220019291,1,Dry,1
T20220010850,1,Dry,0
T20220012896,1,Dry,0
T20220022915,1,Dry,0
T20220008377,1,Dry,1
T20220008544,1,Dry,1
T20220008668,1,Dry,1
T20220008498,1,Dry,1
T20220008477,1,Dry,1
T20220008468,9,Unk.,1
T20220008415,1,Dry,0
T20220008467,1,Dry,1
T20220008413,1,Dry,1
T20220008412,1,Dry,1
T20220008409,1,Dry,1
T20220008405,1,Dry,1
T20220008452,1,Dry,1
T20220008450,1,Dry,1
T20220008449,1,Dry,0
T20220013575,9,Unk.,0
T20220008552,1,Dry,1
T20220008400,1,Dry,1
T20220008374,1,Dry,0
T20220008399,1,Dry,0
T20220008369,1,Dry,1
T20220008448,1,Dry,1
T20220008396,1,Dry,0
T20220008445,1,Dry,1
T20220008362,1,Dry,1
T20220008392,1,Dry,0
T20220008672,1,Dry,1
T20220008535,1,Dry,0
T20220009490,1,Dry,0
T20220008521,1,Dry,0
T20220008490,1,Dry,1
T20220008502,1,Dry,0
T20220008503,1,Dry,1
T20220008512,1,Dry,0
T20220010771,1,Dry,1
T20220008509,1,Dry,1
T20220008515,1,Dry,0
T20220008516,1,Dry,1
T20220008517,2,Wet,0
T20220008522,1,Dry,1
T20220008506,1,Dry,1
T20220008493,1,Dry,1
T20220008500,1,Dry,1
T20220008507,1,Dry,0
T20220008496,1,Dry,1
T20220008489,1,Dry,0
T20220008487,1,Dry,0
T20220008484,1,Dry,1
T20220008483,1,Dry,1
T20220008480,1,Dry,1
T20220008478,1,Dry,1
T20220008476,1,Dry,1
T20220011720,1,Dry,0
T20220008511,1,Dry,1
T20220008465,1,Dry,1
T20220008462,1,Dry,1
T20220008526,1,Dry,1
T20220009934,1,Dry,1
T20220009031,1,Dry,1
T20220009001,1,Dry,0
T20220009638,9,Unk.,0
T20220008845,9,Unk.,0
T20220010990,2,Wet,0
T20220008549,1,Dry,0
T20220008538,1,Dry,1
T20220008539,1,Dry,1
T20220008603,1,Dry,1
T20220018486,1,Dry,1
T20220008541,1,Dry,1
T20220008587,1,Dry,0
T20220008550,1,Dry,1
T20220008554,1,Dry,0
T20220008555,1,Dry,1
T20220008556,1,Dry,1
T20220008557,1,Dry,0
T20220008579,1,Dry,1
T20220008558,1,Dry,0
T20220008559,1,Dry,1
T20220008570,1,Dry,0
T20220008578,1,Dry,1
T20220008566,1,Dry,1
T20220009289,9,Unk.,1
T20220008528,1,Dry,1
T20220008664,1,Dry,0
T20220009285,1,Dry,1
T20220008560,1,Dry,1
T20220020087,9,Unk.,1
T20220009282,9,Unk.,0
T20220008534,1,Dry,0
T20220010521,1,Dry,0
T20220013570,9,Unk.,1
T20220008574,1,Dry,1
T20220009003,1,Dry,1
T20220008545,1,Dry,1
T20220008760,1,Dry,1
T20220008693,1,Dry,1
T20220008695,1,Dry,1
T20220012552,1,Dry,0
T20220008542,1,Dry,0
T20220008917,9,Unk.,0
T20220008567,1,Dry,1
T20220008571,1,Dry,1
T20220011895,1,Dry,1
T20220008561,1,Dry,1
T20220008609,1,Dry,1
T20220008610,1,Dry,0
T20220008613,1,Dry,1
T20230028197,9,Unk.,1
T20220008594,1,Dry,1
T20220008615,1,Dry,0
T20220008616,1,Dry,0
T20220008620,1,Dry,1
T20220008593,1,Dry,0
T20220008750,2,Wet,0
T20220008622,1,Dry,1
T20220008624,1,Dry,0
T20220008625,1,Dry,1
T20220010458,1,Dry,0
T20220008588,1,Dry,1
T20220008628,1,Dry,1
T20220008629,1,Dry,1
T20220010090,1,Dry,0
T20220009294,9,Unk.,1
T20220008634,2,Wet,0
T20220008635,1,Dry,1
T20220012308,1,Dry,1
T20220009935,1,Dry,0
T20220008636,1,Dry,1
T20220008639,1,Dry,0
T20220008738,1,Dry,1
T20220008773,1,Dry,1
T20220008591,1,Dry,1
T20220008643,2,Wet,0
T20220008644,1,Dry,1
T20220008645,1,Dry,1
T20220008647,1,Dry,1
T20220010252,1,Dry,1
T20220008648,2,Wet,0
T20220008710,1,Dry,0
T20220008667,1,Dry,1
T20220008779,1,Dry,1
T20220008670,1,Dry,1
T20220008892,1,Dry,1
T20220008679,9,Unk.,1
T20220008607,1,Dry,1
T20220008606,1,Dry,0
T20220008691,1,Dry,0
T20220008835,1,Dry,0
T20220008651,2,Wet,1
T20220008724,2,Wet,1
T20220009281,1,Dry,1
T20220008774,2,Wet,1
T20220008843,2,Wet,1
T20220011227,2,Wet,1
T20220008686,2,Wet,0
T20220008680,2,Wet,1
T20220009127,3,Muddy,2
T20220008704,2,Wet,1
T20220008705,2,Wet,1
T20220013310,9,Unk.,1
T20220013291,2,Wet,1
T20220008709,2,Wet,0
T20220008676,2,Wet,0
T20220008711,2,Wet,0
T20220008715,2,Wet,0
T20220008716,2,Wet,1
T20220008717,1,Dry,1
T20220009066,2,Wet,0
T20220011969,1,Dry,0
T20220008653,2,Wet,1
T20220009354,2,Wet,0
T20220008675,2,Wet,0
T20220008701,1,Dry,1
T20220008674,2,Wet,0
T20220008671,2,Wet,1
T20220008661,2,Wet,1
T20220008657,2,Wet,0
T20220008654,1,Dry,1
T20220008718,2,Wet,1
T20220008758,2,Wet,1
T20220008759,2,Wet,1
T20220008806,2,Wet,0
T20220008762,2,Wet,0
T20220008765,2,Wet,0
T20220008769,2,Wet,1
T20220008771,2,Wet,0
T20220008772,2,Wet,0
T20220008996,2,Wet,1
T20220008800,2,Wet,1
T20220012794,2,Wet,0
T20220008809,2,Wet,1
T20220008813,2,Wet,1
T20220008804,1,Dry,1
T20220008805,1,Dry,0
T20220008778,2,Wet,1
T20220008780,2,Wet,0
T20220010481,1,Dry,0
T20220008819,2,Wet,1
T20220013239,2,Wet,1
T20220008823,2,Wet,1
T20220009087,2,Wet,0
T20220008801,2,Wet,1
T20220008791,2,Wet,0
T20220008793,2,Wet,1
T20220008794,2,Wet,0
T20220011966,2,Wet,0
T20220012295,1,Dry,0
T20220008914,2,Wet,1
T20220008730,2,Wet,1
T20220008797,2,Wet,0
T20220008735,2,Wet,1
T20220008930,2,Wet,1
T20220008740,2,Wet,0
T20220010117,2,Wet,0
T20220008938,1,Dry,1
T20220008741,2,Wet,0
T20220008743,3,Muddy,2
T20220008945,2,Wet,0
T20220008746,2,Wet,0
T20220009618,1,Dry,0
T20220008749,2,Wet,0
T20220011976,2,Wet,1
T20220008755,2,Wet,0
T20220008757,2,Wet,1
T20220008882,1,Dry,1
T20220010062,1,Dry,1
T20220008928,9,Unk.,1
T20220010082,1,Dry,0
T20220008834,2,Wet,1
T20220008883,1,Dry,0
T20220009175,1,Dry,0
T20220008895,1,Dry,0
T20220008839,1,Dry,1
T20220008866,1,Dry,0
T20220008840,1,Dry,1
T20220008848,1,Dry,1
T20220008826,2,Wet,1
T20220008849,1,Dry,0
T20220008886,1,Dry,1
T20220008851,2,Wet,0
T20220008867,1,Dry,1
T20220008854,2,Wet,1
T20220008872,1,Dry,1
T20220008855,1,Dry,1
T20220008887,1,Dry,1
T20220008864,1,Dry,1
T20220008865,1,Dry,0
T20220008934,1,Dry,1
T20220012852,1,Dry,1
T20220011318,1,Dry,1
T20220012814,1,Dry,1
T20220008902,2,Wet,1
T20220008913,2,Wet,1
T20220008965,1,Dry,1
T20220008953,2,Wet,0
T20220008962,1,Dry,0
T20220008977,1,Dry,1
T20220008976,1,Dry,0
T20220008941,1,Dry,1
T20220008951,1,Dry,0
T20220008973,1,Dry,0
T20220008916,1,Dry,0
T20220008919,1,Dry,1
T20220008923,1,Dry,1
T20220008947,1,Dry,1
T20220008926,1,Dry,0
T20220009369,1,Dry,1
T20220008927,1,Dry,0
T20220009231,1,Dry,1
T20220011255,1,Dry,1
T20220008967,1,Dry,1
T20220009275,1,Dry,1
T20220008929,1,Dry,1
T20220008936,1,Dry,0
T20220008957,1,Dry,1
T20220009327,1,Dry,1
T20220008966,1,Dry,1
T20220008939,1,Dry,1
T20220011693,1,Dry,0
T20220011196,1,Dry,1
T20220009080,9,Unk.,1
T20220008955,1,Dry,1
T20220008920,1,Dry,1
T20220010208,1,Dry,1
T20220009180,1,Dry,1
T20220008958,1,Dry,1
T20220011541,1,Dry,1
T20220008987,1,Dry,1
T20220009074,1,Dry,1
T20220008986,1,Dry,1
T20220009410,1,Dry,0
T20220009243,1,Dry,1
T20230003274,9,Unk.,0
T20220008989,1,Dry,1
T20220008991,1,Dry,1
T20220010740,1,Dry,1
T20220009032,1,Dry,1
T20220009188,1,Dry,1
T20220009457,1,Dry,0
T20220009081,1,Dry,1
T20220009477,1,Dry,1
T20220008969,1,Dry,1
T20220011049,1,Dry,1
T20220009205,1,Dry,0
T20220009005,1,Dry,1
T20220009017,1,Dry,1
T20220009009,1,Dry,1
T20220009012,1,Dry,0
T20220009013,1,Dry,1
T20220009016,1,Dry,1
T20220011469,1,Dry,0
T20220009018,1,Dry,0
T20220009045,1,Dry,1
T20220009044,1,Dry,0
T20220009085,9,Unk.,1
T20220009040,1,Dry,0
T20220009039,1,Dry,0
T20220009037,1,Dry,1
T20220009036,1,Dry,1
T20220009035,1,Dry,1
T20220011014,9,Unk.,0
T20220009024,1,Dry,1
T20220009033,1,Dry,1
T20220009046,1,Dry,0
T20220011111,9,Unk.,0
T20220010507,1,Dry,0
T20220009029,1,Dry,1
T20220011616,1,Dry,0
T20220009030,1,Dry,0
T20220009774,1,Dry,1
T20220009401,9,Unk.,0
T20220009114,1,Dry,1
T20220009101,1,Dry,0
T20220009098,3,Muddy,1
T20220009119,1,Dry,0
T20220009480,1,Dry,1
T20220012420,1,Dry,1
T20220009097,1,Dry,0
T20220011987,1,Dry,1
T20220009095,1,Dry,1
T20220009094,1,Dry,1
T20220009092,1,Dry,0
T20220009274,1,Dry,0
T20220009120,1,Dry,1
T20220009358,9,Unk.,1
T20220009090,1,Dry,1
T20220009126,1,Dry,0
T20220009089,1,Dry,1
T20220010811,1,Dry,1
T20220009075,1,Dry,1
T20220009131,1,Dry,1
T20220009086,1,Dry,1
T20220009135,1,Dry,0
T20220009076,1,Dry,0
T20220009439,1,Dry,1
T20220009084,1,Dry,1
T20220009520,1,Dry,1
T20220009078,1,Dry,1
T20220009053,1,Dry,1
T20220012910,1,Dry,0
T20220009082,1,Dry,0
T20220011173,1,Dry,1
T20220010114,9,Unk.,1
T20220009138,1,Dry,1
T20220014612,1,Dry,0
T20220009068,1,Dry,1
T20220009059,5,Icy,0
T20220009072,1,Dry,1
T20220009102,1,Dry,1
T20220009103,1,Dry,0
T20220009104,1,Dry,1
T20220009106,1,Dry,1
T20220009111,1,Dry,0
T20220009113,1,Dry,1
T20220009304,1,Dry,0
T20220009174,1,Dry,0
T20220009157,1,Dry,0
T20220009173,1,Dry,1
T20220009143,1,Dry,1
T20220009210,1,Dry,0
T20220009725,1,Dry,1
T20220009159,1,Dry,1
T20220009123,1,Dry,1
T20220009455,1,Dry,1
T20220009227,9,Unk.,0
T20220010693,1,Dry,0
T20220009148,1,Dry,0
T20220009177,1,Dry,0
T20220009146,1,Dry,0
T20220009154,1,Dry,1
T20220009152,1,Dry,0
T20220009122,1,Dry,0
T20220010177,1,Dry,0
T20220009130,1,Dry,1
T20220009144,1,Dry,1
T20220009137,1,Dry,0
T20220010333,1,Dry,1
T20220009139,1,Dry,0
T20220009183,1,Dry,1
T20220009160,1,Dry,0
T20220010299,9,Unk.,0
T20220009161,1,Dry,1
T20220009164,1,Dry,1
T20220009166,1,Dry,1
T20220009168,1,Dry,0
T20220009623,1,Dry,0
T20220009170,1,Dry,1
T20220009423,1,Dry,1
T20220016784,1,Dry,1
T20220009802,9,Unk.,0
T20220009189,1,Dry,1
T20220009202,1,Dry,1
T20220011552,1,Dry,1
T20220010862,1,Dry,1
T20220009235,1,Dry,1
T20220009238,1,Dry,1
T20220009204,1,Dry,1
T20220009187,1,Dry,1
T20220009578,9,Unk.,1
T20220009256,1,Dry,1
T20220009234,1,Dry,1
T20220009211,1,Dry,1
T20220009239,1,Dry,1
T20220009232,1,Dry,1
T20220009518,1,Dry,0
T20220009193,1,Dry,0
T20220009194,1,Dry,1
T20220009217,1,Dry,1
T20220009240,1,Dry,0
T20220009218,1,Dry,0
T20220009242,1,Dry,0
T20220009313,1,Dry,0
T20220009233,1,Dry,1
T20220009222,1,Dry,1
T20220009245,1,Dry,1
T20220009196,1,Dry,1
T20220009219,1,Dry,1
T20220009221,1,Dry,1
T20220009230,1,Dry,0
T20220009249,1,Dry,0
T20220009253,1,Dry,0
T20220009312,1,Dry,1
T20220009307,1,Dry,0
T20220009298,1,Dry,0
T20220010424,9,Unk.,0
T20220009295,1,Dry,0
T20220009293,1,Dry,0
T20220009292,1,Dry,1
T20220009291,1,Dry,1
T20220009830,1,Dry,0
T20220009288,1,Dry,1
T20220009904,1,Dry,0
T20220009279,1,Dry,1
T20220009395,1,Dry,0
T20220009277,1,Dry,0
T20220009319,1,Dry,0
T20220009276,1,Dry,1
T20220009273,1,Dry,1
T20220009322,1,Dry,1
T20220009272,1,Dry,1
T20220009271,1,Dry,0
T20220012017,1,Dry,0
T20220009333,1,Dry,1
T20220009270,1,Dry,0
T20220009268,1,Dry,0
T20220009264,1,Dry,1
T20220009316,1,Dry,1
T20220009260,1,Dry,1
T20220009258,1,Dry,0
T20220009255,1,Dry,1
T20220009251,1,Dry,1
T20220009347,1,Dry,1
T20220009337,1,Dry,1
T20220009320,1,Dry,1
T20220009344,1,Dry,0
T20220009341,1,Dry,1
T20220010402,1,Dry,0
T20220009263,1,Dry,0
T20220011165,1,Dry,1
T20220009331,1,Dry,1
T20220009335,1,Dry,0
T20220009339,1,Dry,1
T20220009342,1,Dry,1
T20220010513,1,Dry,1
T20220012985,1,Dry,1
T20220010311,1,Dry,0
T20220009364,1,Dry,0
T20220013338,1,Dry,0
T20220010439,1,Dry,1
T20220009427,1,Dry,1
T20220011374,1,Dry,1
T20220009400,1,Dry,0
T20220009398,1,Dry,0
T20220009420,1,Dry,1
T20220009360,1,Dry,0
T20220009539,1,Dry,0
T20220009393,1,Dry,1
T20220009418,2,Wet,1
T20220009417,1,Dry,1
T20220009392,1,Dry,1
T20220009415,1,Dry,0
T20220009414,2,Wet,0
T20220010727,1,Dry,0
T20220009720,1,Dry,1
T20220009437,1,Dry,1
T20220009366,1,Dry,0
T20220009389,1,Dry,0
T20220009433,2,Wet,0
T20220009440,1,Dry,0
T20220009431,1,Dry,1
T20220009387,1,Dry,1
T20220009386,1,Dry,1
T20220011063,1,Dry,1
T20220009380,1,Dry,1
T20220011135,1,Dry,1
T20220009378,1,Dry,1
T20220009550,9,Unk.,0
T20220009375,1,Dry,1
T20220009552,1,Dry,0
T20220009348,1,Dry,1
T20220009487,1,Dry,0
T20220009430,1,Dry,0
T20220009429,1,Dry,1
T20230008906,9,Unk.,0
T20220011605,1,Dry,1
T20220009352,1,Dry,0
T20220009657,1,Dry,1
T20220009362,1,Dry,1
T20220009391,1,Dry,0
T20220009888,1,Dry,1
T20220009361,1,Dry,1
T20220013192,9,Unk.,1
T20220009789,1,Dry,1
